
NIK,Nama,Tempat Lahir,Tanggal Lahir,Jenis Kelamin,Gol. Darah,Alamat,RT/RW,Kel/Desa,Kecamatan,Agama,Status Perkawinan,Pekerjaan,Kewarganegaraan,Berlaku Hingga
2938100605041189,Gunawan Purnomo,Gianyar,06-05-2004,Laki-Laki,AB,Jalan Thamrin No.143,09/13,Karanganyar,Cipayung,Konghucu,Kawin,Wiraswasta,WNI,Seumur Hidup
3230684605041189,Zahra Setiawan,Jakarta Utara,06-05-2004,Perempuan,O,Jalan Diponegoro No.143,09/13,Tanjungsari,Sukajaya,Hindu,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3339740605041189,Hendra Setiawan,Samarinda,06-05-2004,Laki-Laki,O,Jalan Sudirman No.143,09/13,Cilincing,Cilandak,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2937340605041189,Herman Santoso,Purwokerto,06-05-2004,Laki-Laki,B,Jalan Gajah Mada No.143,09/13,Kebon Jeruk,Tapos,Konghucu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
4162560605041189,Herman Hidayat,Purwokerto,06-05-2004,Laki-Laki,B,Jalan Thamrin No.143,09/13,Purnawarman,Cilandak,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3749304605041189,Dwi Pratama,Balikpapan,06-05-2004,Perempuan,AB,Jalan Thamrin No.143,09/13,Purnawarman,Cibadak,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3705514605041189,Dwi Sutrisno,Blitar,06-05-2004,Perempuan,AB,Jalan Sudirman No.143,09/13,Desakota,Sukajaya,Islam,Cerai Hidup,Buruh,WNI,Seumur Hidup
3926634605041189,Murni Saputra,Singaraja,06-05-2004,Perempuan,AB,Jalan Diponegoro No.143,09/13,Cibubur,Sukajaya,Konghucu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1371182006066148,Teguh Wijaya,Sawahlunto,20-06-2006,Laki-Laki,B,Jalan Diponegoro No.158,11/12,Kebon Jeruk,Sukmajaya,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2015642006066148,Herman Wahyudi,Blitar,20-06-2006,Laki-Laki,O,Jalan Thamrin No.158,11/12,Cibubur,Beji,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
1424226006066148,Fitri Hidayat,Solok,20-06-2006,Perempuan,B,Jalan Sudirman No.158,11/12,Cilincing,Sukajaya,Konghucu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
4257186006066148,Indah Setiawan,Siak,20-06-2006,Perempuan,O,Jalan Gajah Mada No.158,11/12,Tanjungsari,Tapos,Hindu,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2406306006066148,Kartika Wahyudi,Cirebon,20-06-2006,Perempuan,O,Jalan Diponegoro No.158,11/12,Sukamaju,Cengkareng,Kristen,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
1541172006066148,Yusuf Hidayat,Malang,20-06-2006,Laki-Laki,AB,Jalan Sudirman No.158,11/12,Sukamaju,Sukajaya,Buddha,Cerai Hidup,Guru,WNI,Seumur Hidup
3053442006066148,Wahyu Sutrisno,Medan,20-06-2006,Laki-Laki,B,Jalan Gajah Mada No.158,11/12,Cibubur,Sukmajaya,Kristen,Cerai Hidup,Buruh,WNI,Seumur Hidup
3458442006066148,Yusuf Hidayat,Jakarta Utara,20-06-2006,Laki-Laki,AB,Jalan Merdeka No.158,11/12,Purnawarman,Beji,Islam,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
1607576006066148,Fitri Wijaya,Purwokerto,20-06-2006,Perempuan,B,Jalan Merdeka No.158,11/12,Desakota,Pancoran Mas,Islam,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1590886006066148,Dewi Saputra,Kampar,20-06-2006,Perempuan,O,Jalan Merdeka No.158,11/12,Kebon Kacang,Cipayung,Hindu,Cerai Hidup,Buruh,WNI,Seumur Hidup
1102756006066148,Putri Saputra,Bengkalis,20-06-2006,Perempuan,O,Jalan Thamrin No.158,11/12,Tanjungsari,Cengkareng,Hindu,Cerai Hidup,Buruh,WNI,Seumur Hidup
4166396006066148,Sunarti Wahyudi,Purwokerto,20-06-2006,Perempuan,O,Jalan Gajah Mada No.158,11/12,Cibubur,Cipayung,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2877536006066148,Indah Wijaya,Solok,20-06-2006,Perempuan,O,Jalan Sudirman No.158,11/12,Mekarjaya,Beji,Konghucu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2145026006066148,Sunarti Sutrisno,Bantul,20-06-2006,Perempuan,AB,Jalan Gajah Mada No.158,11/12,Sukamaju,Cipayung,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2769522006066148,Joko Wibowo,Jakarta Selatan,20-06-2006,Laki-Laki,B,Jalan Diponegoro No.158,11/12,Mekarjaya,Sukmajaya,Hindu,Belum Kawin,Guru,WNI,Seumur Hidup
2133236006066148,Fitri Wahyudi,Solok,20-06-2006,Perempuan,B,Jalan Gajah Mada No.158,11/12,Sindangsari,Pancoran Mas,Hindu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1562142006066148,Ahmad Santoso,Pematangsiantar,20-06-2006,Laki-Laki,A,Jalan Diponegoro No.158,11/12,Tanjungsari,Beji,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3755252006066148,Wahyu Sutrisno,Gianyar,20-06-2006,Laki-Laki,A,Jalan Merdeka No.158,11/12,Purnawarman,Tapos,Hindu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2534842006066148,Yusuf Purnomo,Payakumbuh,20-06-2006,Laki-Laki,A,Jalan Gajah Mada No.158,11/12,Karanganyar,Sukmajaya,Buddha,Belum Kawin,Guru,WNI,Seumur Hidup
3774056006066148,Zahra Santoso,Tenggarong,20-06-2006,Perempuan,AB,Jalan Sudirman No.158,11/12,Cilincing,Sukajaya,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3830772006066148,Hendra Wibowo,Binjai,20-06-2006,Laki-Laki,O,Jalan Thamrin No.158,11/12,Sindangsari,Cengkareng,Buddha,Cerai Hidup,Guru,WNI,Seumur Hidup
4228816006066148,Murni Wibowo,Semarang,20-06-2006,Perempuan,O,Jalan Thamrin No.158,11/12,Sindangsari,Kemayoran,Hindu,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
4312192006066148,Hendra Setiawan,Jakarta Timur,20-06-2006,Laki-Laki,A,Jalan Merdeka No.158,11/12,Cilincing,Cibadak,Islam,Belum Kawin,Buruh,WNI,Seumur Hidup
4203746006066148,Putri Purnomo,Bogor,20-06-2006,Perempuan,B,Jalan Sudirman No.158,11/12,Kebon Kacang,Sukmajaya,Islam,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3267222006066148,Yusuf Hidayat,Kutai Barat,20-06-2006,Laki-Laki,A,Jalan Thamrin No.158,11/12,Cibubur,Sukajaya,Kristen,Kawin,Wartawan,WNI,Seumur Hidup
2302802006066148,Herman Purnomo,Denpasar,20-06-2006,Laki-Laki,O,Jalan Sudirman No.158,11/12,Desakota,Cengkareng,Katolik,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3287326006066148,Fitri Purnomo,Jakarta Selatan,20-06-2006,Perempuan,AB,Jalan Merdeka No.158,11/12,Sindangsari,Cipayung,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2343566006066148,Fitri Wibowo,Balikpapan,20-06-2006,Perempuan,O,Jalan Diponegoro No.158,11/12,Kebon Kacang,Cibadak,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2575756006066148,Sunarti Santoso,Gunungkidul,20-06-2006,Perempuan,AB,Jalan Merdeka No.158,11/12,Sukamaju,Pancoran Mas,Islam,Kawin,Wartawan,WNI,Seumur Hidup
1191462006066148,Teguh Setiawan,Bukittinggi,20-06-2006,Laki-Laki,AB,Jalan Sudirman No.158,11/12,Tanah Abang,Tapos,Katolik,Belum Kawin,Buruh,WNI,Seumur Hidup
4479726006066148,Sunarti Hidayat,Singaraja,20-06-2006,Perempuan,A,Jalan Merdeka No.158,11/12,Kebon Kacang,Sukajaya,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1869786006066148,Murni Setiawan,Kulon Progo,20-06-2006,Perempuan,A,Jalan Diponegoro No.158,11/12,Karanganyar,Cipayung,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2491622006066148,Wahyu Hidayat,Yogyakarta,20-06-2006,Laki-Laki,B,Jalan Merdeka No.158,11/12,Tanjungsari,Cibadak,Hindu,Cerai Hidup,Buruh,WNI,Seumur Hidup
4246446006066148,Sunarti Saputra,Blitar,20-06-2006,Perempuan,A,Jalan Merdeka No.158,11/12,Sindangsari,Sukajaya,Buddha,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3666952006066148,Ahmad Setiawan,Bekasi,20-06-2006,Laki-Laki,B,Jalan Thamrin No.158,11/12,Cilincing,Kemayoran,Konghucu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4086986006066148,Indah Setiawan,Jakarta Selatan,20-06-2006,Perempuan,A,Jalan Merdeka No.158,11/12,Karanganyar,Cibadak,Buddha,Belum Kawin,Buruh,WNI,Seumur Hidup
1483096006066148,Indah Purnomo,Gianyar,20-06-2006,Perempuan,O,Jalan Gajah Mada No.158,11/12,Karanganyar,Tapos,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1643152006066148,Ahmad Sutrisno,Tegal,20-06-2006,Laki-Laki,O,Jalan Diponegoro No.158,11/12,Kebon Jeruk,Tapos,Katolik,Cerai Hidup,Buruh,WNI,Seumur Hidup
2818896006066148,Zahra Hidayat,Bengkalis,20-06-2006,Perempuan,O,Jalan Thamrin No.158,11/12,Tanjungsari,Sukmajaya,Islam,Kawin,Wartawan,WNI,Seumur Hidup
1594066006066148,Dewi Purnomo,Jakarta Timur,20-06-2006,Perempuan,AB,Jalan Diponegoro No.158,11/12,Kebon Kacang,Pancoran Mas,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3206222006066148,Hendra Hidayat,Samarinda,20-06-2006,Laki-Laki,AB,Jalan Diponegoro No.158,11/12,Mekarjaya,Pancoran Mas,Konghucu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3407086006066148,Murni Santoso,Bekasi,20-06-2006,Perempuan,A,Jalan Thamrin No.158,11/12,Purnawarman,Pancoran Mas,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3191836006066148,Dwi Santoso,Siak,20-06-2006,Perempuan,O,Jalan Merdeka No.158,11/12,Tanah Abang,Cibadak,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2484182006066148,Budi Saputra,Denpasar,20-06-2006,Laki-Laki,AB,Jalan Thamrin No.158,11/12,Karanganyar,Cengkareng,Katolik,Kawin,Buruh,WNI,Seumur Hidup
2058886006066148,Indah Saputra,Tegal,20-06-2006,Perempuan,O,Jalan Thamrin No.158,11/12,Mekarjaya,Cengkareng,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3234136006066148,Sunarti Setiawan,Kediri,20-06-2006,Perempuan,A,Jalan Merdeka No.158,11/12,Kebon Jeruk,Kemayoran,Hindu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2110016006066148,Kartika Sutrisno,Jakarta Pusat,20-06-2006,Perempuan,AB,Jalan Thamrin No.158,11/12,Purnawarman,Pancoran Mas,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
2551366805798008,Murni Saputra,Yogyakarta,28-05-1979,Perempuan,O,Jalan Thamrin No.176,15/05,Tanah Abang,Beji,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
1433332805798008,Wahyu Wahyudi,Tebing Tinggi,28-05-1979,Laki-Laki,AB,Jalan Thamrin No.176,15/05,Kebon Jeruk,Kemayoran,Konghucu,Belum Kawin,Wartawan,WNI,Seumur Hidup
3762176805798008,Putri Pratama,Cirebon,28-05-1979,Perempuan,AB,Jalan Merdeka No.176,15/05,Desakota,Cengkareng,Hindu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1579936805798008,Dewi Santoso,Tebing Tinggi,28-05-1979,Perempuan,A,Jalan Gajah Mada No.176,15/05,Cilincing,Pancoran Mas,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1756122805798008,Joko Wahyudi,Solok,28-05-1979,Laki-Laki,O,Jalan Gajah Mada No.176,15/05,Mekarjaya,Cibadak,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
3683196805798008,Indah Wijaya,Medan,28-05-1979,Perempuan,A,Jalan Sudirman No.176,15/05,Karanganyar,Sukmajaya,Buddha,Kawin,Wartawan,WNI,Seumur Hidup
2524706805798008,Lestari Hidayat,Kampar,28-05-1979,Perempuan,O,Jalan Gajah Mada No.176,15/05,Tanjungsari,Cibadak,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2424056805798008,Dwi Setiawan,Siak,28-05-1979,Perempuan,B,Jalan Sudirman No.176,15/05,Desakota,Tapos,Katolik,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2835802805798008,Herman Purnomo,Malang,28-05-1979,Laki-Laki,A,Jalan Gajah Mada No.176,15/05,Purnawarman,Kemayoran,Hindu,Cerai Hidup,Buruh,WNI,Seumur Hidup
4123436805798008,Indah Purnomo,Kutai Barat,28-05-1979,Perempuan,B,Jalan Sudirman No.176,15/05,Karanganyar,Sukajaya,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3506436805798008,Kartika Wijaya,Sleman,28-05-1979,Perempuan,AB,Jalan Diponegoro No.176,15/05,Kebon Jeruk,Pancoran Mas,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2961782805798008,Gunawan Hidayat,Sleman,28-05-1979,Laki-Laki,AB,Jalan Gajah Mada No.176,15/05,Tanjungsari,Beji,Hindu,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1974096805798008,Sunarti Wahyudi,Padang,28-05-1979,Perempuan,AB,Jalan Merdeka No.176,15/05,Purnawarman,Cipayung,Buddha,Kawin,Pegawai Negeri,WNI,Seumur Hidup
4314102805798008,Teguh Wijaya,Bengkalis,28-05-1979,Laki-Laki,A,Jalan Thamrin No.176,15/05,Tanjungsari,Cibadak,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2169646805798008,Dwi Wibowo,Kuta,28-05-1979,Perempuan,AB,Jalan Sudirman No.176,15/05,Sukamaju,Cibadak,Katolik,Kawin,Pegawai Negeri,WNI,Seumur Hidup
1337832805798008,Yusuf Hidayat,Jakarta Selatan,28-05-1979,Laki-Laki,A,Jalan Gajah Mada No.176,15/05,Purnawarman,Cipayung,Buddha,Belum Kawin,Wartawan,WNI,Seumur Hidup
2452216805798008,Indah Wahyudi,Payakumbuh,28-05-1979,Perempuan,O,Jalan Sudirman No.176,15/05,Kebon Jeruk,Cibadak,Hindu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1170802805798008,Wahyu Pratama,Payakumbuh,28-05-1979,Laki-Laki,B,Jalan Sudirman No.176,15/05,Sindangsari,Beji,Islam,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3947642805798008,Gunawan Hidayat,Surakarta,28-05-1979,Laki-Laki,O,Jalan Thamrin No.176,15/05,Purnawarman,Kemayoran,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
1537102805798008,Hendra Setiawan,Solok,28-05-1979,Laki-Laki,AB,Jalan Sudirman No.176,15/05,Sindangsari,Cilandak,Katolik,Cerai Hidup,Guru,WNI,Seumur Hidup
1125116805798008,Lestari Wijaya,Magelang,28-05-1979,Perempuan,B,Jalan Merdeka No.176,15/05,Karanganyar,Pancoran Mas,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
3058462805798008,Joko Wibowo,Jakarta Pusat,28-05-1979,Laki-Laki,AB,Jalan Sudirman No.176,15/05,Sukamaju,Cipayung,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1420902805798008,Joko Setiawan,Jakarta Barat,28-05-1979,Laki-Laki,B,Jalan Gajah Mada No.176,15/05,Kebon Jeruk,Tapos,Hindu,Kawin,Buruh,WNI,Seumur Hidup
2379226805798008,Zahra Wahyudi,Gunungkidul,28-05-1979,Perempuan,O,Jalan Merdeka No.176,15/05,Sindangsari,Cibadak,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2501632805798008,Gunawan Wijaya,Pematangsiantar,28-05-1979,Laki-Laki,AB,Jalan Thamrin No.176,15/05,Desakota,Cibadak,Islam,Cerai Hidup,Buruh,WNI,Seumur Hidup
3424562805798008,Ahmad Purnomo,Gunungkidul,28-05-1979,Laki-Laki,A,Jalan Merdeka No.176,15/05,Desakota,Beji,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
3557092805798008,Ahmad Sutrisno,Tanjungbalai,28-05-1979,Laki-Laki,A,Jalan Gajah Mada No.176,15/05,Karanganyar,Beji,Katolik,Kawin,Buruh,WNI,Seumur Hidup
3957336805798008,Indah Hidayat,Kutai Barat,28-05-1979,Perempuan,AB,Jalan Merdeka No.176,15/05,Tanjungsari,Tapos,Islam,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1345572805798008,Gunawan Wijaya,Bukittinggi,28-05-1979,Laki-Laki,B,Jalan Diponegoro No.176,15/05,Cilincing,Beji,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1118466805798008,Putri Saputra,Ubud,28-05-1979,Perempuan,AB,Jalan Sudirman No.176,15/05,Sukamaju,Beji,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3521052805798008,Yusuf Sutrisno,Pematangsiantar,28-05-1979,Laki-Laki,A,Jalan Merdeka No.176,15/05,Desakota,Cilandak,Buddha,Kawin,Pegawai Negeri,WNI,Seumur Hidup
2704412805798008,Yusuf Wijaya,Tegal,28-05-1979,Laki-Laki,B,Jalan Diponegoro No.176,15/05,Kebon Jeruk,Sukajaya,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4292356805798008,Murni Setiawan,Purwokerto,28-05-1979,Perempuan,A,Jalan Sudirman No.176,15/05,Sukamaju,Beji,Kristen,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
4166956805798008,Zahra Wahyudi,Jakarta Timur,28-05-1979,Perempuan,AB,Jalan Sudirman No.176,15/05,Sukamaju,Cipayung,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
2137532805798008,Teguh Saputra,Sleman,28-05-1979,Laki-Laki,B,Jalan Diponegoro No.176,15/05,Sukamaju,Sukmajaya,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2923376805798008,Dewi Saputra,Bantul,28-05-1979,Perempuan,AB,Jalan Thamrin No.176,15/05,Desakota,Beji,Katolik,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3111596805798008,Zahra Saputra,Payakumbuh,28-05-1979,Perempuan,B,Jalan Diponegoro No.176,15/05,Mekarjaya,Cilandak,Kristen,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1167452805798008,Budi Sutrisno,Tegal,28-05-1979,Laki-Laki,B,Jalan Gajah Mada No.176,15/05,Tanah Abang,Cipayung,Konghucu,Belum Kawin,Buruh,WNI,Seumur Hidup
1301382805798008,Wahyu Wijaya,Bantul,28-05-1979,Laki-Laki,A,Jalan Merdeka No.176,15/05,Kebon Jeruk,Cibadak,Konghucu,Belum Kawin,Guru,WNI,Seumur Hidup
3711392805798008,Budi Saputra,Medan,28-05-1979,Laki-Laki,AB,Jalan Diponegoro No.176,15/05,Cibubur,Beji,Kristen,Kawin,Wartawan,WNI,Seumur Hidup
2665436805798008,Lestari Wahyudi,Binjai,28-05-1979,Perempuan,AB,Jalan Sudirman No.176,15/05,Sukamaju,Tapos,Hindu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3587346805798008,Sunarti Wahyudi,Medan,28-05-1979,Perempuan,A,Jalan Merdeka No.176,15/05,Tanah Abang,Kemayoran,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
4003976805798008,Sunarti Setiawan,Gunungkidul,28-05-1979,Perempuan,B,Jalan Gajah Mada No.176,15/05,Cibubur,Kemayoran,Buddha,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3630952805798008,Hendra Wibowo,Depok,28-05-1979,Laki-Laki,AB,Jalan Thamrin No.176,15/05,Tanah Abang,Sukajaya,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1364086805798008,Dwi Wibowo,Jakarta Barat,28-05-1979,Perempuan,O,Jalan Merdeka No.176,15/05,Tanah Abang,Cengkareng,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2265456805798008,Murni Purnomo,Gianyar,28-05-1979,Perempuan,A,Jalan Diponegoro No.176,15/05,Sukamaju,Cipayung,Konghucu,Kawin,Guru,WNI,Seumur Hidup
4237276805798008,Indah Sutrisno,Malang,28-05-1979,Perempuan,O,Jalan Sudirman No.176,15/05,Cilincing,Beji,Konghucu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2939586805798008,Sunarti Wijaya,Tegal,28-05-1979,Perempuan,A,Jalan Diponegoro No.176,15/05,Cibubur,Tapos,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3096172805798008,Gunawan Wahyudi,Kuta,28-05-1979,Laki-Laki,O,Jalan Gajah Mada No.176,15/05,Tanjungsari,Tapos,Katolik,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3265436805798008,Kartika Santoso,Yogyakarta,28-05-1979,Perempuan,O,Jalan Diponegoro No.176,15/05,Tanah Abang,Cibadak,Katolik,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
4130520203823293,Wahyu Wijaya,Samarinda,02-03-1982,Laki-Laki,O,Jalan Sudirman No.110,03/04,Desakota,Sukmajaya,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
4323294203823293,Dewi Wibowo,Sawahlunto,02-03-1982,Perempuan,O,Jalan Merdeka No.110,03/04,Cibubur,Tapos,Buddha,Kawin,Wartawan,WNI,Seumur Hidup
2282370203823293,Ahmad Sutrisno,Tanjungbalai,02-03-1982,Laki-Laki,A,Jalan Sudirman No.110,03/04,Kebon Kacang,Beji,Katolik,Cerai Hidup,Guru,WNI,Seumur Hidup
2963014203823293,Zahra Saputra,Kediri,02-03-1982,Perempuan,AB,Jalan Gajah Mada No.110,03/04,Mekarjaya,Cipayung,Katolik,Belum Kawin,Guru,WNI,Seumur Hidup
4470290203823293,Ahmad Setiawan,Blitar,02-03-1982,Laki-Laki,O,Jalan Sudirman No.110,03/04,Mekarjaya,Sukmajaya,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
3860100203823293,Gunawan Purnomo,Jakarta Pusat,02-03-1982,Laki-Laki,B,Jalan Thamrin No.110,03/04,Desakota,Cipayung,Buddha,Kawin,Wiraswasta,WNI,Seumur Hidup
3268894203823293,Lestari Sutrisno,Surabaya,02-03-1982,Perempuan,O,Jalan Thamrin No.110,03/04,Cibubur,Beji,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2506074203823293,Fitri Sutrisno,Cirebon,02-03-1982,Perempuan,O,Jalan Diponegoro No.110,03/04,Karanganyar,Sukajaya,Islam,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2946764203823293,Putri Pratama,Purwokerto,02-03-1982,Perempuan,B,Jalan Sudirman No.110,03/04,Tanah Abang,Cibadak,Hindu,Kawin,Buruh,WNI,Seumur Hidup
2833084203823293,Kartika Sutrisno,Bantul,02-03-1982,Perempuan,AB,Jalan Thamrin No.110,03/04,Mekarjaya,Cibadak,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1322224203823293,Kartika Wijaya,Jakarta Barat,02-03-1982,Perempuan,B,Jalan Gajah Mada No.110,03/04,Mekarjaya,Beji,Kristen,Kawin,Buruh,WNI,Seumur Hidup
1248660203823293,Wahyu Wibowo,Bengkalis,02-03-1982,Laki-Laki,AB,Jalan Thamrin No.110,03/04,Cilincing,Sukmajaya,Konghucu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4173934203823293,Dewi Wijaya,Siak,02-03-1982,Perempuan,O,Jalan Merdeka No.110,03/04,Kebon Kacang,Beji,Katolik,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4227150203823293,Teguh Wibowo,Jakarta Pusat,02-03-1982,Laki-Laki,O,Jalan Sudirman No.110,03/04,Sindangsari,Pancoran Mas,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2972934203823293,Fitri Hidayat,Balikpapan,02-03-1982,Perempuan,A,Jalan Gajah Mada No.110,03/04,Tanah Abang,Beji,Kristen,Belum Kawin,Wartawan,WNI,Seumur Hidup
2948394203823293,Dwi Wijaya,Bantul,02-03-1982,Perempuan,AB,Jalan Gajah Mada No.110,03/04,Cibubur,Cibadak,Kristen,Kawin,Buruh,WNI,Seumur Hidup
1811664203823293,Sunarti Setiawan,Padang,02-03-1982,Perempuan,B,Jalan Gajah Mada No.110,03/04,Desakota,Sukajaya,Hindu,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3066774203823293,Sunarti Santoso,Purwokerto,02-03-1982,Perempuan,B,Jalan Sudirman No.110,03/04,Cilincing,Sukajaya,Katolik,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2384754203823293,Putri Purnomo,Jakarta Timur,02-03-1982,Perempuan,AB,Jalan Merdeka No.110,03/04,Mekarjaya,Tapos,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1448660203823293,Wahyu Saputra,Payakumbuh,02-03-1982,Laki-Laki,B,Jalan Sudirman No.110,03/04,Mekarjaya,Cipayung,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2131024203823293,Sunarti Setiawan,Semarang,02-03-1982,Perempuan,O,Jalan Diponegoro No.110,03/04,Mekarjaya,Sukajaya,Hindu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2799870203823293,Teguh Wahyudi,Singaraja,02-03-1982,Laki-Laki,O,Jalan Thamrin No.110,03/04,Sukamaju,Cibadak,Katolik,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
4279470203823293,Ahmad Wijaya,Bukittinggi,02-03-1982,Laki-Laki,AB,Jalan Merdeka No.110,03/04,Tanjungsari,Sukmajaya,Buddha,Kawin,Pegawai Swasta,WNI,Seumur Hidup
2628350203823293,Wahyu Wahyudi,Sawahlunto,02-03-1982,Laki-Laki,O,Jalan Merdeka No.110,03/04,Purnawarman,Pancoran Mas,Kristen,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2346234203823293,Zahra Wahyudi,Balikpapan,02-03-1982,Perempuan,O,Jalan Merdeka No.110,03/04,Sindangsari,Beji,Katolik,Kawin,Guru,WNI,Seumur Hidup
3286750203823293,Gunawan Wahyudi,Payakumbuh,02-03-1982,Laki-Laki,AB,Jalan Merdeka No.110,03/04,Kebon Jeruk,Cipayung,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2568190203823293,Ahmad Pratama,Magelang,02-03-1982,Laki-Laki,B,Jalan Merdeka No.110,03/04,Karanganyar,Cilandak,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
