NIK,Nama,Tempat Lahir,Tanggal Lahir,Jenis Kelamin,Gol. Darah,Alamat,RT/RW,Kel/Desa,Kecamatan,Agama,Status Perkawinan,Pekerjaan,Kewarganegaraan,Berlaku Hingga
4483212009496328,Budi Pratama,Dumai,20-09-1949,Laki-Laki,AB,Jalan Thamrin No.152,02/08,Sindangsari,Sukajaya,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1699425402589092,Zahra Wibowo,Tebing Tinggi,14-02-1958,Perempuan,A,Jalan Diponegoro No.191,07/01,Kebon Jeruk,Tapos,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1542532312581796,Teguh Saputra,Semarang,23-12-1958,Laki-Laki,AB,Jalan Sudirman No.98,08/15,Kebon Kacang,Cilandak,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2970646107974407,Putri Santoso,Madiun,21-07-1997,Perempuan,AB,Jalan Sudirman No.134,17/08,Tanjungsari,Sukmajaya,Buddha,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2704324312010016,Fitri Purnomo,Gunungkidul,03-12-2001,Perempuan,O,Jalan Sudirman No.161,10/23,Tanjungsari,Tapos,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1134862208875058,Joko Pratama,Singaraja,22-08-1987,Laki-Laki,O,Jalan Sudirman No.74,01/10,Cibubur,Cibadak,Konghucu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2167292602499511,Ahmad Sutrisno,Sawahlunto,26-02-1949,Laki-Laki,O,Jalan Sudirman No.189,13/10,Tanah Abang,Cengkareng,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1994580409643214,Yusuf Saputra,Bogor,04-09-1964,Laki-Laki,A,Jalan Gajah Mada No.28,15/08,Mekarjaya,Cibadak,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
1373806507631278,Fitri Saputra,Jakarta Timur,25-07-1963,Perempuan,AB,Jalan Sudirman No.170,12/12,Cilincing,Sukmajaya,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
1309322711812026,Hendra Purnomo,Pematangsiantar,27-11-1981,Laki-Laki,O,Jalan Thamrin No.61,08/16,Kebon Kacang,Kemayoran,Islam,Cerai Hidup,Buruh,WNI,Seumur Hidup
4457134312554722,Sunarti Wahyudi,Tebing Tinggi,03-12-1955,Perempuan,O,Jalan Thamrin No.55,02/09,Cilincing,Cipayung,Kristen,Kawin,Pegawai Swasta,WNI,Seumur Hidup
4423880403693629,Joko Wahyudi,Yogyakarta,04-03-1969,Laki-Laki,A,Jalan Thamrin No.38,18/24,Mekarjaya,Beji,Islam,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2141895903629072,Fitri Wijaya,Balikpapan,19-03-1962,Perempuan,AB,Jalan Sudirman No.84,04/06,Desakota,Cibadak,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1244636802045104,Kartika Saputra,Kulon Progo,28-02-2004,Perempuan,B,Jalan Thamrin No.154,06/08,Karanganyar,Cengkareng,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
3686764101689662,Fitri Setiawan,Bengkalis,01-01-1968,Perempuan,A,Jalan Merdeka No.133,19/06,Sindangsari,Kemayoran,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1261486411504826,Lestari Hidayat,Jakarta Selatan,24-11-1950,Perempuan,B,Jalan Sudirman No.11,14/07,Cibubur,Cilandak,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
3598344803628020,Fitri Wahyudi,Bukittinggi,08-03-1962,Perempuan,O,Jalan Sudirman No.24,09/24,Mekarjaya,Tapos,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4485054908025269,Dwi Wibowo,Sawahlunto,09-08-2002,Perempuan,O,Jalan Diponegoro No.146,13/17,Kebon Kacang,Cibadak,Hindu,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
4273401107977800,Wahyu Wibowo,Payakumbuh,11-07-1997,Laki-Laki,B,Jalan Sudirman No.66,06/04,Tanjungsari,Cengkareng,Kristen,Kawin,Wartawan,WNI,Seumur Hidup
2358221809665081,Budi Wijaya,Solok,18-09-1966,Laki-Laki,A,Jalan Diponegoro No.5,09/16,Sukamaju,Kemayoran,Kristen,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3946132304714780,Gunawan Pratama,Bontang,23-04-1971,Laki-Laki,O,Jalan Diponegoro No.93,19/20,Purnawarman,Beji,Islam,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2556275010467358,Murni Pratama,Samarinda,10-10-1946,Perempuan,A,Jalan Thamrin No.139,10/05,Purnawarman,Sukmajaya,Katolik,Cerai Hidup,Guru,WNI,Seumur Hidup
2978314102460285,Fitri Sutrisno,Bandung,01-02-1946,Perempuan,B,Jalan Diponegoro No.61,09/02,Sindangsari,Cipayung,Islam,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
4185166011966069,Indah Pratama,Bandung,20-11-1996,Perempuan,A,Jalan Thamrin No.172,08/21,Sukamaju,Cipayung,Konghucu,Belum Kawin,Guru,WNI,Seumur Hidup
4287811607630698,Ahmad Santoso,Malang,16-07-1963,Laki-Laki,A,Jalan Sudirman No.186,04/04,Cibubur,Kemayoran,Buddha,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4216716308989918,Dwi Pratama,Samarinda,23-08-1998,Perempuan,O,Jalan Merdeka No.151,04/09,Mekarjaya,Cipayung,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
3182804706455610,Putri Santoso,Tenggarong,07-06-1945,Perempuan,O,Jalan Thamrin No.187,01/21,Kebon Jeruk,Cengkareng,Hindu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2456384712564272,Fitri Wahyudi,Bukittinggi,07-12-1956,Perempuan,O,Jalan Thamrin No.84,14/15,Cibubur,Sukmajaya,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2373902004635049,Herman Santoso,Tenggarong,20-04-1963,Laki-Laki,B,Jalan Thamrin No.157,05/24,Desakota,Cilandak,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
3119725806469296,Zahra Saputra,Tanjungbalai,18-06-1946,Perempuan,A,Jalan Sudirman No.101,13/18,Kebon Kacang,Cengkareng,Katolik,Kawin,Wiraswasta,WNI,Seumur Hidup
2139276208946764,Indah Saputra,Denpasar,22-08-1994,Perempuan,AB,Jalan Thamrin No.54,07/12,Sukamaju,Cibadak,Islam,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3065965801941623,Zahra Purnomo,Kuta,18-01-1994,Perempuan,O,Jalan Thamrin No.102,18/12,Desakota,Cibadak,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
2510924704510980,Putri Hidayat,Pematangsiantar,07-04-1951,Perempuan,O,Jalan Thamrin No.101,09/24,Kebon Kacang,Pancoran Mas,Buddha,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1170412109669960,Ahmad Pratama,Jakarta Timur,21-09-1966,Laki-Laki,B,Jalan Gajah Mada No.81,15/10,Tanjungsari,Pancoran Mas,Konghucu,Kawin,Wartawan,WNI,Seumur Hidup
2139160602913021,Yusuf Hidayat,Kuta,06-02-1991,Laki-Laki,O,Jalan Diponegoro No.168,18/07,Mekarjaya,Cipayung,Buddha,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3289562606505361,Ahmad Setiawan,Surabaya,26-06-1950,Laki-Laki,AB,Jalan Thamrin No.96,14/04,Desakota,Cengkareng,Islam,Belum Kawin,Guru,WNI,Seumur Hidup
2791184306685500,Sunarti Setiawan,Binjai,03-06-1968,Perempuan,B,Jalan Sudirman No.93,12/03,Sindangsari,Cipayung,Konghucu,Kawin,Buruh,WNI,Seumur Hidup
4306942702572898,Yusuf Hidayat,Bukittinggi,27-02-1957,Laki-Laki,A,Jalan Thamrin No.140,18/24,Tanah Abang,Pancoran Mas,Hindu,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3564570404769077,Ahmad Wijaya,Siak,04-04-1976,Laki-Laki,AB,Jalan Merdeka No.29,02/12,Tanjungsari,Pancoran Mas,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4490451609642275,Wahyu Wibowo,Malang,16-09-1964,Laki-Laki,B,Jalan Gajah Mada No.8,09/23,Tanah Abang,Cipayung,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1493110910948750,Joko Wijaya,Jakarta Utara,09-10-1994,Laki-Laki,AB,Jalan Thamrin No.168,19/05,Kebon Jeruk,Cibadak,Katolik,Kawin,Wartawan,WNI,Seumur Hidup
2974411706470124,Gunawan Setiawan,Bengkalis,17-06-1947,Laki-Laki,AB,Jalan Merdeka No.30,09/04,Sindangsari,Sukajaya,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
4264625305580259,Dewi Pratama,Kuta,13-05-1958,Perempuan,B,Jalan Thamrin No.174,01/22,Karanganyar,Kemayoran,Konghucu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
1879045812077622,Lestari Hidayat,Jakarta Barat,18-12-2007,Perempuan,AB,Jalan Thamrin No.34,19/23,Kebon Jeruk,Sukajaya,Katolik,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3966534804645017,Dwi Hidayat,Semarang,08-04-1964,Perempuan,O,Jalan Diponegoro No.13,09/18,Kebon Jeruk,Cengkareng,Buddha,Belum Kawin,Buruh,WNI,Seumur Hidup
1716861204616799,Teguh Sutrisno,Bogor,12-04-1961,Laki-Laki,B,Jalan Thamrin No.162,10/16,Desakota,Sukajaya,Islam,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2621911604710066,Teguh Wibowo,Kampar,16-04-1971,Laki-Laki,A,Jalan Diponegoro No.179,01/19,Tanah Abang,Kemayoran,Kristen,Cerai Hidup,Guru,WNI,Seumur Hidup
2373375601890491,Putri Sutrisno,Surakarta,16-01-1989,Perempuan,A,Jalan Gajah Mada No.19,14/21,Mekarjaya,Cibadak,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
4240131001630442,Joko Pratama,Sleman,10-01-1963,Laki-Laki,B,Jalan Merdeka No.57,09/15,Sukamaju,Kemayoran,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
3168425707650752,Indah Sutrisno,Bantul,17-07-1965,Perempuan,O,Jalan Diponegoro No.116,06/09,Kebon Jeruk,Cengkareng,Katolik,Kawin,Pegawai Swasta,WNI,Seumur Hidup
3158191009810015,Joko Purnomo,Surakarta,10-09-1981,Laki-Laki,A,Jalan Sudirman No.70,13/18,Sukamaju,Sukajaya,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
3649282506661394,Gunawan Pratama,Kampar,25-06-1966,Laki-Laki,A,Jalan Sudirman No.7,16/17,Cibubur,Cengkareng,Islam,Kawin,Pegawai Swasta,WNI,Seumur Hidup
1243131909627901,Joko Hidayat,Tenggarong,19-09-1962,Laki-Laki,B,Jalan Diponegoro No.200,17/11,Tanah Abang,Pancoran Mas,Buddha,Kawin,Wartawan,WNI,Seumur Hidup
3765296312656102,Murni Wahyudi,Semarang,23-12-1965,Perempuan,A,Jalan Thamrin No.20,15/05,Sukamaju,Sukajaya,Konghucu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1971770305665242,Herman Santoso,Kuta,03-05-1966,Laki-Laki,O,Jalan Merdeka No.48,10/19,Tanjungsari,Cilandak,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1440335002012443,Zahra Santoso,Jakarta Utara,10-02-2001,Perempuan,AB,Jalan Thamrin No.89,03/21,Desakota,Cipayung,Katolik,Cerai Hidup,Wartawan,WNI,Seumur Hidup
4177726711884000,Putri Sutrisno,Bekasi,27-11-1988,Perempuan,B,Jalan Diponegoro No.3,15/02,Sukamaju,Pancoran Mas,Buddha,Kawin,Wiraswasta,WNI,Seumur Hidup
2477674803042805,Putri Sutrisno,Bogor,08-03-2004,Perempuan,B,Jalan Merdeka No.152,19/07,Desakota,Cibadak,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3261262811677007,Ahmad Wibowo,Binjai,28-11-1967,Laki-Laki,A,Jalan Thamrin No.94,14/13,Karanganyar,Cilandak,Islam,Kawin,Karyawan Honorer,WNI,Seumur Hidup
2209030610844601,Ahmad Hidayat,Tanjungbalai,06-10-1984,Laki-Laki,B,Jalan Sudirman No.66,09/23,Tanjungsari,Cengkareng,Katolik,Cerai Hidup,Buruh,WNI,Seumur Hidup
3598142110639959,Joko Sutrisno,Depok,21-10-1963,Laki-Laki,AB,Jalan Sudirman No.144,11/18,Desakota,Sukmajaya,Buddha,Belum Kawin,Guru,WNI,Seumur Hidup
1333431706729628,Ahmad Sutrisno,Blitar,17-06-1972,Laki-Laki,AB,Jalan Thamrin No.145,16/15,Purnawarman,Cengkareng,Katolik,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1515092004055911,Herman Santoso,Medan,20-04-2005,Laki-Laki,O,Jalan Merdeka No.106,06/03,Mekarjaya,Beji,Buddha,Belum Kawin,Wartawan,WNI,Seumur Hidup
4047561704488735,Ahmad Santoso,Siak,17-04-1948,Laki-Laki,B,Jalan Gajah Mada No.29,19/21,Mekarjaya,Kemayoran,Konghucu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3991084206778018,Lestari Saputra,Magelang,02-06-1977,Perempuan,O,Jalan Diponegoro No.177,12/05,Purnawarman,Cipayung,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3716966812662125,Sunarti Saputra,Surabaya,28-12-1966,Perempuan,O,Jalan Sudirman No.170,20/05,Desakota,Cibadak,Buddha,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2974661105540178,Budi Saputra,Semarang,11-05-1954,Laki-Laki,O,Jalan Diponegoro No.36,14/24,Purnawarman,Kemayoran,Konghucu,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3822261507518522,Joko Setiawan,Gunungkidul,15-07-1951,Laki-Laki,B,Jalan Merdeka No.153,06/19,Kebon Kacang,Beji,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1763062204469276,Gunawan Saputra,Yogyakarta,22-04-1946,Laki-Laki,A,Jalan Merdeka No.194,17/14,Kebon Kacang,Sukajaya,Konghucu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3853925003055015,Dewi Pratama,Jakarta Selatan,10-03-2005,Perempuan,O,Jalan Thamrin No.148,19/23,Tanah Abang,Sukmajaya,Buddha,Cerai Hidup,Guru,WNI,Seumur Hidup
2457305904547338,Dwi Purnomo,Kulon Progo,19-04-1954,Perempuan,O,Jalan Diponegoro No.71,04/24,Sindangsari,Cengkareng,Hindu,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1566462507800332,Hendra Sutrisno,Depok,25-07-1980,Laki-Laki,A,Jalan Diponegoro No.118,13/24,Sukamaju,Pancoran Mas,Katolik,Kawin,Pegawai Swasta,WNI,Seumur Hidup
3734756504020533,Lestari Sutrisno,Bantul,25-04-2002,Perempuan,A,Jalan Thamrin No.13,08/15,Karanganyar,Pancoran Mas,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1876215610847035,Dwi Saputra,Denpasar,16-10-1984,Perempuan,B,Jalan Sudirman No.78,15/17,Tanah Abang,Sukajaya,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2491610908503160,Budi Pratama,Jakarta Timur,09-08-1950,Laki-Laki,O,Jalan Sudirman No.80,08/06,Purnawarman,Sukmajaya,Katolik,Belum Kawin,Guru,WNI,Seumur Hidup
2997572003696710,Herman Sutrisno,Kuta,20-03-1969,Laki-Laki,A,Jalan Gajah Mada No.72,12/20,Karanganyar,Tapos,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2377434902978654,Zahra Sutrisno,Madiun,09-02-1997,Perempuan,A,Jalan Gajah Mada No.30,07/07,Tanah Abang,Cipayung,Islam,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2036910704505301,Hendra Saputra,Binjai,07-04-1950,Laki-Laki,AB,Jalan Gajah Mada No.182,07/13,Kebon Kacang,Sukmajaya,Islam,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2609514402524839,Lestari Santoso,Singaraja,04-02-1952,Perempuan,AB,Jalan Thamrin No.35,19/15,Cibubur,Cilandak,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3554644511498960,Zahra Saputra,Bogor,05-11-1949,Perempuan,O,Jalan Thamrin No.173,14/14,Cilincing,Cengkareng,Katolik,Kawin,Wartawan,WNI,Seumur Hidup
2387430912696161,Budi Wibowo,Tebing Tinggi,09-12-1969,Laki-Laki,B,Jalan Sudirman No.174,09/03,Kebon Kacang,Cengkareng,Konghucu,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2344356705781285,Putri Wibowo,Jakarta Barat,27-05-1978,Perempuan,A,Jalan Gajah Mada No.153,07/03,Mekarjaya,Cibadak,Buddha,Kawin,Pegawai Negeri,WNI,Seumur Hidup
2221481806920701,Yusuf Saputra,Tebing Tinggi,18-06-1992,Laki-Laki,A,Jalan Diponegoro No.153,18/04,Sukamaju,Sukajaya,Islam,Kawin,Buruh,WNI,Seumur Hidup
2490125108048231,Kartika Pratama,Surakarta,11-08-2004,Perempuan,B,Jalan Sudirman No.56,17/10,Tanjungsari,Sukmajaya,Konghucu,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
1846912308030888,Wahyu Wibowo,Kampar,23-08-2003,Laki-Laki,A,Jalan Merdeka No.23,09/23,Karanganyar,Cengkareng,Hindu,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1287164503996649,Sunarti Saputra,Magelang,05-03-1999,Perempuan,AB,Jalan Thamrin No.13,09/04,Tanjungsari,Cilandak,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3512125012003605,Murni Wibowo,Magelang,10-12-2000,Perempuan,B,Jalan Sudirman No.38,11/23,Sukamaju,Sukajaya,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3072686304869803,Kartika Hidayat,Tegal,23-04-1986,Perempuan,AB,Jalan Sudirman No.163,15/20,Cibubur,Cipayung,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
3411971212633577,Gunawan Sutrisno,Solok,12-12-1963,Laki-Laki,O,Jalan Merdeka No.92,05/21,Cibubur,Sukmajaya,Konghucu,Kawin,Buruh,WNI,Seumur Hidup
3024664206887605,Zahra Wijaya,Bukittinggi,02-06-1988,Perempuan,O,Jalan Gajah Mada No.137,05/13,Kebon Kacang,Beji,Buddha,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2252512812496874,Gunawan Wijaya,Ubud,28-12-1949,Laki-Laki,AB,Jalan Diponegoro No.35,16/13,Karanganyar,Kemayoran,Buddha,Cerai Hidup,Guru,WNI,Seumur Hidup
3302381111553662,Joko Wibowo,Ubud,11-11-1955,Laki-Laki,AB,Jalan Thamrin No.91,14/17,Cilincing,Cengkareng,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1801336111579933,Putri Saputra,Tanjungbalai,21-11-1957,Perempuan,AB,Jalan Sudirman No.90,04/03,Karanganyar,Pancoran Mas,Islam,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2827382301617114,Joko Saputra,Surakarta,23-01-1961,Laki-Laki,AB,Jalan Sudirman No.30,03/05,Cibubur,Cibadak,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
2844800510015954,Budi Saputra,Singaraja,05-10-2001,Laki-Laki,O,Jalan Merdeka No.47,19/08,Tanah Abang,Cilandak,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4073014308063422,Kartika Hidayat,Jakarta Timur,03-08-2006,Perempuan,A,Jalan Gajah Mada No.77,13/21,Mekarjaya,Beji,Konghucu,Kawin,Guru,WNI,Seumur Hidup
1564136310960460,Fitri Pratama,Jakarta Timur,23-10-1996,Perempuan,A,Jalan Sudirman No.109,13/07,Desakota,Cengkareng,Kristen,Kawin,Wartawan,WNI,Seumur Hidup
3736561410602672,Ahmad Wibowo,Bantul,14-10-1960,Laki-Laki,B,Jalan Gajah Mada No.22,05/01,Sindangsari,Cengkareng,Katolik,Belum Kawin,Guru,WNI,Seumur Hidup
2661152708535374,Ahmad Sutrisno,Bantul,27-08-1953,Laki-Laki,A,Jalan Gajah Mada No.83,15/19,Desakota,Cipayung,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1251472307637887,Hendra Pratama,Sawahlunto,23-07-1963,Laki-Laki,O,Jalan Gajah Mada No.100,08/02,Mekarjaya,Pancoran Mas,Kristen,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1839671212547656,Joko Sutrisno,Tanjungbalai,12-12-1954,Laki-Laki,O,Jalan Sudirman No.106,14/17,Kebon Kacang,Pancoran Mas,Buddha,Cerai Hidup,Guru,WNI,Seumur Hidup
3113690111014398,Yusuf Pratama,Jakarta Pusat,01-11-2001,Laki-Laki,AB,Jalan Thamrin No.147,19/18,Kebon Jeruk,Cengkareng,Buddha,Kawin,Wiraswasta,WNI,Seumur Hidup
1719380912703645,Teguh Wijaya,Magelang,09-12-1970,Laki-Laki,AB,Jalan Sudirman No.147,11/04,Cibubur,Cibadak,Buddha,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3458571503523368,Hendra Santoso,Bogor,15-03-1952,Laki-Laki,A,Jalan Diponegoro No.139,13/06,Tanjungsari,Cilandak,Buddha,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2427185309937645,Sunarti Saputra,Medan,13-09-1993,Perempuan,A,Jalan Diponegoro No.20,17/03,Mekarjaya,Pancoran Mas,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
4009194608648821,Kartika Wibowo,Bukittinggi,06-08-1964,Perempuan,B,Jalan Merdeka No.51,16/09,Cilincing,Sukajaya,Konghucu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2038590504907555,Ahmad Wijaya,Kuta,05-04-1990,Laki-Laki,O,Jalan Gajah Mada No.68,08/02,Tanah Abang,Cibadak,Kristen,Cerai Hidup,Guru,WNI,Seumur Hidup
2009762708568131,Wahyu Saputra,Cirebon,27-08-1956,Laki-Laki,O,Jalan Thamrin No.13,13/01,Desakota,Cipayung,Islam,Cerai Hidup,Wartawan,WNI,Seumur Hidup
4355042408651129,Teguh Santoso,Kediri,24-08-1965,Laki-Laki,A,Jalan Merdeka No.198,11/01,Purnawarman,Cibadak,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
1316531108532524,Yusuf Wijaya,Bantul,11-08-1953,Laki-Laki,AB,Jalan Merdeka No.62,04/24,Purnawarman,Cibadak,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3254204105944966,Dwi Setiawan,Sawahlunto,01-05-1994,Perempuan,A,Jalan Sudirman No.103,04/19,Desakota,Cipayung,Buddha,Kawin,Wartawan,WNI,Seumur Hidup
1633811111927910,Yusuf Hidayat,Bontang,11-11-1992,Laki-Laki,A,Jalan Gajah Mada No.76,03/14,Purnawarman,Beji,Katolik,Kawin,Guru,WNI,Seumur Hidup
4401244904863196,Murni Hidayat,Jakarta Timur,09-04-1986,Perempuan,O,Jalan Sudirman No.173,03/07,Cibubur,Cipayung,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3999762101021548,Teguh Purnomo,Bantul,21-01-2002,Laki-Laki,O,Jalan Gajah Mada No.71,10/17,Tanah Abang,Sukajaya,Hindu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3928090512915180,Gunawan Wijaya,Tanjungbalai,05-12-1991,Laki-Laki,O,Jalan Diponegoro No.126,19/14,Tanah Abang,Tapos,Buddha,Kawin,Guru,WNI,Seumur Hidup
3036245708548957,Indah Wibowo,Jakarta Utara,17-08-1954,Perempuan,A,Jalan Thamrin No.27,14/12,Tanah Abang,Cibadak,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2056216808505301,Dewi Pratama,Jakarta Pusat,28-08-1950,Perempuan,O,Jalan Diponegoro No.17,08/07,Cilincing,Cipayung,Hindu,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2816732309079532,Hendra Sutrisno,Pematangsiantar,23-09-2007,Laki-Laki,O,Jalan Merdeka No.198,20/15,Kebon Kacang,Sukmajaya,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
1848282109864201,Joko Pratama,Pekanbaru,21-09-1986,Laki-Laki,O,Jalan Gajah Mada No.153,11/17,Desakota,Cipayung,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
2465890306800034,Hendra Santoso,Payakumbuh,03-06-1980,Laki-Laki,B,Jalan Thamrin No.16,08/10,Cibubur,Cengkareng,Islam,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2997186205471277,Dwi Wibowo,Jakarta Timur,22-05-1947,Perempuan,B,Jalan Thamrin No.26,13/09,Kebon Jeruk,Sukajaya,Konghucu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1608754511073350,Dwi Wibowo,Depok,05-11-2007,Perempuan,O,Jalan Thamrin No.199,02/10,Karanganyar,Tapos,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2331666710751198,Dwi Pratama,Gianyar,27-10-1975,Perempuan,AB,Jalan Merdeka No.98,12/05,Tanah Abang,Sukmajaya,Katolik,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2239381604581887,Herman Pratama,Bukittinggi,16-04-1958,Laki-Laki,O,Jalan Thamrin No.66,15/18,Tanah Abang,Cibadak,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3017774204843708,Indah Wijaya,Kulon Progo,02-04-1984,Perempuan,B,Jalan Merdeka No.137,16/03,Cilincing,Pancoran Mas,Buddha,Kawin,Pegawai Swasta,WNI,Seumur Hidup
2379550411590995,Yusuf Wijaya,Payakumbuh,04-11-1959,Laki-Laki,O,Jalan Sudirman No.4,10/22,Tanah Abang,Cilandak,Islam,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1890656611695690,Sunarti Setiawan,Jakarta Selatan,26-11-1969,Perempuan,A,Jalan Gajah Mada No.43,11/09,Kebon Kacang,Cipayung,Buddha,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3285251502019079,Budi Wibowo,Denpasar,15-02-2001,Laki-Laki,A,Jalan Diponegoro No.161,06/20,Karanganyar,Cipayung,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2420835606918496,Indah Saputra,Bengkalis,16-06-1991,Perempuan,B,Jalan Thamrin No.40,15/04,Mekarjaya,Cilandak,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2792921505694529,Joko Purnomo,Padang,15-05-1969,Laki-Laki,A,Jalan Gajah Mada No.96,04/10,Sindangsari,Cilandak,Kristen,Belum Kawin,Wartawan,WNI,Seumur Hidup
2274836305637671,Zahra Sutrisno,Medan,23-05-1963,Perempuan,A,Jalan Thamrin No.155,02/09,Tanjungsari,Tapos,Konghucu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
